latin_name
Sminthurides aquaticus
Sminthurinus conchyliatus
Sminthurinus quadrimaculatus
Sogda obtusa
Solanum americanum
Solanum dulcamara
Solanum emulans
Solanum lycopersicum
Solanum nigrum
Solanum physalifolium
Solanum rostratum
Solanum triflorum
Solenopsis molesta
Solenostoma confertissimum
Solenostoma fusiforme
Solenostoma hyalinum
Solenostoma obovatum
Solenostoma obscurum
Solenostoma rubrum
Solenostoma schusterianum
Solenostoma sphaerocarpum
Solidago altissima
Solidago bellidifolia
Solidago canadensis
Solidago elongata
Solidago gigantea
Solidago glutinosa
Solidago lepida
Solidago missouriensis
Solidago mollis
Solidago multiradiata
Solidago nemoralis
Solidago rugosa
Solitaria chrysophthalma
Soliva sessilis
Solorina bispora
Solorina crocea
Solorina octospora
Solorina saccata
Solorina spongiosa
Somateria fischeri
Somateria mollissima
Somateria spectabilis
Somatochlora albicincta
Somatochlora brevicincta
Somatochlora cingulata
Somatochlora forcipata
Somatochlora franklini
Somatochlora hudsonica
Somatochlora kennedyi
Somatochlora minor
Somatochlora semicircularis
Somatochlora septentrionalis
Somatochlora walshii
Somatochlora whitehousei
Somniosus pacificus
Sonchus arvensis
Sonchus asper
Sonchus oleraceus
Sonoma cascadia
Sonoma hespera
Sonoma margemina
Sonoma olycalida
Sonoma parviceps
Sonoma squamishorum
Sorbus aucuparia
Sorbus intermedia
Sorbus scopulina
Sorbus sitchensis
Sorex arcticus
Sorex bendirii
Sorex cinereus
Sorex hoyi
Sorex merriami
Sorex navigator
Sorex obscurus
Sorex palustris
Sorex preblei
Sorex rohweri
Sorex trowbridgii
Sorex tundrensis
Sorex vagrans
Sorghum bicolor
Sorhagenia nimbosa
Soronia guttulata
Soucron arenarium
Souessa spinifera
Sougambus bostoniensis
Sowerbyella rhenana
Soyedina interrupta
Soyedina producta
Spaelotis bicava
Spaelotis clandestina
Spaelotis unicava
Sparassis crispa
Spargaloma sexpunctata
Spargania luctuata
Spargania magnoliata
Sparganium angustifolium
Sparganium emersum
Sparganium eurycarpum
Sparganium fluctuans
Sparganium hyperboreum
Sparganium natans
Sparganothis senecionana
Sparganothis striata
Sparganothis sulfureana
Sparganothis tunicana
Sparganothis unifasciana
Sparganothis violaceana
Sparganothis vocaridorsana
Sparganothis xanthoides
Spartina anglica
Spartina densiflora
Spartina gracilis
Spartina patens
Spartina pectinata
Spathularia flavida
Spathulariopsis velutipes
Spatula clypeata
Spatula cyanoptera
Spatula discors
Spatula querquedula
Spea intermontana
Spectrunculus grandis
Speranza amboflava
Speranza bitactata
Speranza boreata
Speranza brunneata
Speranza colata
Speranza decorata
Speranza exauspicata
Speranza loricaria
Speranza lorquinaria
Speranza occiduaria
Speranza plumosata
Speranza quadrilinearia
Speranza simplex
Spergula arvensis
Spergularia canadensis
Spergularia macrotheca
Spergularia rubra
Spergularia rupicola
Spergularia salina
Sperosoma biseriatum
Speyeria aphrodite
Speyeria atlantis
Speyeria callippe
Speyeria cybele
Speyeria hesperis
Speyeria hydaspe
Speyeria mormonia
Speyeria zerene
Sphaeralcea coccinea
Sphaeralcea munroana
Sphaerellopsis filum
Sphaericus pinguis
Sphaeridia pumilis
Sphaeridia serrata
Sphaeridium bipustulatum
Sphaeridium lunatum
Sphaeridium scarabaeoides
Sphaeriestes alternatus
Sphaeriestes virescens
Sphaerites politus
Sphaerium nitidum
Sphaerium occidentale
Sphaerium patella
Sphaerium rhomboideum
Sphaerium simile
Sphaerium striatinum
Sphaerobolus stellatus
Sphaerocarpos texanus
Sphaerophorus fragilis
Sphaerophorus globosus
Sphaerophorus tuckermanii
Sphaerophorus venerabilis
Sphaerotylus verenae
Sphagniana sphagnorum
Sphagnum alaskense
Sphagnum angustifolium
Sphagnum annulatum
Sphagnum aongstroemii
Sphagnum austinii
Sphagnum balticum
Sphagnum capillifolium
Sphagnum centrale
Sphagnum compactum
Sphagnum contortum
Sphagnum cuspidatum
Sphagnum divinum
Sphagnum fimbriatum
Sphagnum fuscum
Sphagnum girgensohnii
Sphagnum inundatum
Sphagnum jensenii
Sphagnum junghuhnianum
Sphagnum lindbergii
Sphagnum majus
Sphagnum mendocinum
Sphagnum miyabeanum
Sphagnum nitidum
Sphagnum pacificum
Sphagnum palustre
Sphagnum papillosum
Sphagnum platyphyllum
Sphagnum quinquefarium
Sphagnum riparium
Sphagnum rubellum
Sphagnum rubiginosum
Sphagnum russowii
Sphagnum squarrosum
Sphagnum subnitens
Sphagnum tenellum
Sphagnum teres
Sphagnum warnstorfii
Sphagnum wilfii
Sphagnum wulfianum
Sphagnurus paluster
Sphalma quadricollis
Spharagemon campestris
Spharagemon equale
Sphecodes arvensiformis
Sphecodes pecosensis
Sphecodes prosphorus
Sphecodes solonis
Sphenolobopsis pearsonii
Sphenolobus minutus
Sphenolobus saxicola
Sphenopholis intermedia
Sphenopholis obtusata
Sphenophorus aequalis
Sphenophorus costipennis
Sphenophorus mormon
Sphenophorus robustus
Sphenophorus sayi
Sphenophorus striatipennis
Sphenoptera jugoslavica
Sphindus americanus
Sphinx chersis
Sphinx drupiferarum
Sphinx luscitiosa
Sphinx perelegans
Sphinx poecila
Sphinx vashti
Sphyraena argentea
Sphyrapicus nuchalis
Sphyrapicus ruber
Sphyrapicus thyroideus
Sphyrapicus varius
Spicata comis
Spilodiscus instratus
Spilogale gracilis
Spilonema americanum
Spilonema revertens
Spilonota ocellana
Spilosoma congrua
Spilosoma pteridis
Spilosoma vagans
Spilosoma virginica
Spinus pinus
Spinus psaltria
Spinus tristis
Spiraea douglasii
Spiraea japonica
Spiraea lucida
Spiraea splendens
Spiraea stevenii
Spiraea x pyramidata
Spiramater lutra
Spiranthes diluvialis
Spiranthes romanzoffiana
Spirembolus abnormis
Spirembolus chilkatensis
Spirembolus demonologicus
Spirembolus monticolens
Spirembolus mundus
Spirembolus prominens
Spirinchus sp.
Spirinchus starksi
Spirinchus thaleichthys
Spiriverpa albiceps
Spiriverpa cinerascens
Spirodela polyrhiza
Spirontocaris arcuata
Spirontocaris holmesi
Spirontocaris lamellicornis
Spirontocaris ochotensis
Spirontocaris prionota
Spirontocaris sica
Spirontocaris snyderi
Spirontocaris truncata
Spiza americana
Spizella breweri
Spizella pallida
Spizella passerina
Spizella pusilla
Spizelloides arborea
Splachnum ampullaceum
Splachnum luteum
Splachnum rubrum
Splachnum sphaericum
Splachnum vasculosum
Spodolepis danbyi
Spodoptera exigua
Spodoptera praefica
Spongipellis unicolor
Sporastatia polyspora
Sporastatia testudinea
Sporobolomyces roseus
Sporobolus airoides
Sporobolus compositus
Sporobolus cryptandrus
Sporobolus neglectus
Sporobolus vaginiflorus
Sporodictyon cruentum
Sporodictyon terrestre
Squalus suckleyi
Squamanita paradoxa
Squamarina cartilaginea
Squamarina lentigera
Squamulea squamosa
Squamulea subsoluta
Staala gwaii
Stachyptilum superbum
Stachys arvensis
Stachys byzantina
Stachys chamissonis
Stachys mexicana
Stachys palustris
Stactobiella delira
Stactobiella palmata
Stagetus profundus
Stagnicola apicina
Stagnicola arctica
Stagnicola caperata
Stagnicola catascopium
Stagnicola elodes
Stagnicola perplexa
Stagnicola traski
Stagonospora paludosa
Stamnoctenis morrisata
Stamnoctenis pearsalli
Stamnodes blackmorei
Stamnodes marmorata
Stamnodes topazata
Stamoderes lanei
Staudingeria albipenella
Staurocalyptus dowlingi
Staurocalyptus solidus
Staurothele arctica
Staurothele areolata
Staurothele bacilligera
Staurothele clopimoides
Staurothele drummondii
Staurothele fissa
Staurothele frustulenta
Staurothele rufa
Staurothele rupifraga
Staurothele succedens
Steatoda albomaculata
Steatoda bipunctata
Steatoda borealis
Steatoda grossa
Steatoda hespera
Steatoda washona
Steccherinum ciliolatum
Steccherinum fimbriatum
Steccherinum lacerum
Steccherinum ochraceum
Steccherinum oreophilum
Stegea salutalis
Stegobium paniceum
Stegonia latifolia
Stegopterna emergens
Stegopterna permutata
Stegopterna xantha
Steineropsis alaskana
Steinia geophana
Steiroxys cf.
Steiroxys strepens
Stelgidopteryx serripennis
Stelis ashmeadiellae
Stelis calliphorina
Stelis callura
Stelis carnifex
Stelis elegans
Stelis maculata
Stelis montana
Stelis monticola
Stelis nitida
Stelis occidentalis
Stelis permaculata
Stelis ricardonis
Stelis rubi
Stelis subemarginata
Stellaria alsine
Stellaria borealis
Stellaria calycantha
Stellaria crassifolia
Stellaria crispa
Stellaria graminea
Stellaria humifusa
Stellaria longifolia
Stellaria longipes
Stellaria media
Stellaria nitens
Stellaria obtusa
Stellaria pallida
Stellaria umbellata
Stellerina xyosterna
Stelletta clarella
Stelletta validissima
Stemphylium vesicarium
Stenamma diecki
Stenamma punctatoventre
Stenamma snellingi
Stenella coeruleoalba
Stenichnus ovipennis
Stenobrachius leucopsarus
Stenobrachius nannochir
Stenocorus flavolineatus
Stenocorus nubifer
Stenocorus obtusus
Stenocorus vestitus
Stenocybe clavata
Stenocybe flexuosa
Stenocybe major
Stenocybe pullatula
Stenodus leucichthys
Stenodynerus anormis
Stenodynerus blandoides
Stenodynerus blandus
Stenodynerus canus
Stenodynerus cochisensis
Stenodynerus kennicottianus
Stenodynerus lucidus
Stenodynerus valliceps
Stenolophus anceps
Stenolophus comma
Stenolophus conjunctus
Stenolophus fuliginosus
Stenolophus incultus
Stenolophus limbalis
Stenopelmatus fuscus
Stenopelmatus longispinus
Stenopelmus rufinasus
Stenopogon aeacus
Stenopogon bradleyi
Stenopogon inquinatus
Stenopogon rufibarbis
Stenoporpia excelsaria
Stenoporpia pulmonaria
Stenoporpia separataria
Stenoptilia coloradensis
Stenoptilia columbia
Stenoptilia exclamationis
Stenoptilia mengeli
Stenoptilodes antirrhina
Stenostrophia amabilis
Stenostrophia tribalteata
Stenotothorax cribratulus
Stenotrachelus aeneus
Stenus advena
Stenus alexanderi
Stenus alveolatus
Stenus annularis
Stenus assequens
Stenus austini
Stenus bilineatus
Stenus californicus
Stenus canaliculatus
Stenus cariniceps
Stenus columbianus
Stenus comma
Stenus dissentiens
Stenus dolosus
Stenus egenulus
Stenus egenus
Stenus ellipticus
Stenus exploratus
Stenus fasciculatus
Stenus flavicornis
Stenus fulvicornis
Stenus geminorum
Stenus hyperboreus
Stenus immarginatus
Stenus insularis
Stenus juno
Stenus koebelei
Stenus kryzhanovskii
Stenus laccophilus
Stenus latissimus
Stenus mammops
Stenus maritimus
Stenus morio
Stenus mundulus
Stenus noctivagus
Stenus occidentalis
Stenus parallelopipedus
Stenus pinguis
Stenus planatus
Stenus plicipennis
Stenus pluto
Stenus pollens
Stenus pterobrachys
Stenus pubescens
Stenus quebecensis
Stenus reconditus
Stenus retrusus
Stenus rossi
Stenus scabiosus
Stenus scrupeus
Stenus sculptilis
Stenus sectator
Stenus semicolon
Stenus shoshonis
Stenus sibiricus
Stenus stygicus
Stenus tahoensis
Stenus umbratilis
Stenus venustus
Stenus vespertinus
Stenus vexatus
Stenus vicinoides
Stephanocleonus immaculatus
Stephanocleonus parshus
Stephanomeria tenuifolia
Stephanopachys cribratus
Stephanopachys sobrinus
Stephanopachys substriatus
Stephostethus cinnamopterus
Stephostethus costicollis
Stephostethus liratus
Stephostethus montanus
Stercorarius longicaudus
Stercorarius maccormicki
Stercorarius parasiticus
Stercorarius pomarinus
Sterellum rufum
Steremnius carinatus
Steremnius tuberosus
Stereocaulon alpinum
Stereocaulon arenarium
Stereocaulon botryosum
Stereocaulon capitellatum
Stereocaulon condensatum
Stereocaulon depressum
Stereocaulon glareosum
Stereocaulon grande
Stereocaulon intermedium
Stereocaulon leucophaeopsis
Stereocaulon myriocarpum
Stereocaulon nivale
Stereocaulon paschale
Stereocaulon pileatum
Stereocaulon rivulorum
Stereocaulon sasakii
Stereocaulon saxatile
Stereocaulon spathuliferum
Stereocaulon subcoralloides
Stereocaulon symphycheilum
Stereocaulon tomentosum
Stereocaulon vesuvianum
Stereocerus haematopus
Stereopalpus columbianus
Stereopalpus guttatus
Stereopalpus hirtus
Stereopsis humphreyi
Stereum atrorubrum
Stereum complicatum
Stereum gausapatum
Stereum hirsutum
Stereum ochraceoflavum
Stereum ostrea
Stereum rugosum
Stereum sanguinolentum
Stereum variicolor
Stereum vellereum
Sterna forsteri
Sterna hirundo
Sterna paradisaea
Sternoptyx pseudobscura
Sternula antillarum
Stethophyma gracile
Stethophyma lineatum
Stethorhanis borealis
Stethorus punctillum
Stethorus punctum
Sthenopis argenteomaculatus
Sthenopis purpurascens
Sthereus horridus
Sthereus multituberculatus
Sthereus ptinoides
Sthereus quadrituberculatus
Stichaeus punctatus
Stichopogon fragilis
Sticta arctica
Sticta beauvoisii
Sticta fuliginosa
Sticta limbata
Sticta sylvatica
Sticta torii
Stictalia arcuata
Stictalia brevicornis
Stictalia californica
Stictalia carlottae
Stictalia densicollis
Stictalia notata
Stictis radiata
Stictocranius mariae
Stictoleptura canadensis
Stictostix californica
Stictotarsus deceptus
Stictotarsus griseostriatus
Stictotarsus spenceri
Stictotarsus striatellus
Stigmatomma oregonense
Stigmella alba
Stigmella ceanothi
Stigmella corylifoliella
Stigmella crataegifoliella
Stigmella lapponica
Stigmella macrocarpae
Stigmella oxyacanthella
Stigmella populetorum
Stigmella rhoifoliella
Stigmella stigmaciella
Stilbella byssiseda
Stilbus apicalis
Stomis termitiformis
Stonemyia californica
Stonemyia fera
Straminergon stramineum
Strangospora deplanata
Strangospora microhaema
Strangospora moriformis
Strangospora pinicola
Streptopelia decaocto
Streptopelia orientalis
Streptopus amplexifolius
Streptopus lanceolatus
Streptopus streptopoides
Stretchia muricina
Stretchia plusiaeformis
Striatura pugetensis
Strigamia parviceps
Strigula jamesii
Strigula stigmatella
Strix nebulosa
Strix occidentalis
Strix varia
Strobilurus albipilatus
Strobilurus conigenoides
Strobilurus lignitilis
Strobilurus occidentalis
Strobilurus trullisatus
Stromatocyphella conglobata
Strongylocentrotus droebachiensis
Strongylocentrotus fragilis
Strongylocentrotus pallidus
Strongylocentrotus purpuratus
Stropharia aeruginosa
Stropharia albivelata
Stropharia albonitens
Stropharia ambigua
Stropharia caerulea
Stropharia hornemannii
Stropharia inuncta
Stropharia kauffmanii
Stropharia melanosperma
Stropharia pseudocyanea
Stropharia rugosoannulata
Stropharia semigloboides
Stropharia umbonatescens
Strophiona laeta
Strophosoma melanogrammum
Struthiopteris spicant
Strymon melinus
Stuckenia filiformis
Stuckenia pectinata
Stuckenia vaginata
Sturnella neglecta
Sturnus vulgaris
Stygobromus quatsinensis
Stylantheca papillosa
Stylaster californicus
Stylaster parageus
Stylaster venustus
Stylaster verrillii
Stylatula elongata
Styloctetor compar
Stylopauropus californianus
Stylopauropus canadensis
Stylopauropus gladiator
Stylurus olivaceus
Stypella subhyalina
Suaeda calceoliformis
Suaeda linifolia
Suberites concinnus
Suberites lambei
Suberites latus
Subhaida ingrata
Subularia aquatica
Subulicystidium longisporum
Succinea oregonensis
Succinea rusticana
Succinea strigata
Suillus albidipes
Suillus albivelatus
Suillus amabilis
Suillus borealis
Suillus brevipes
Suillus caerulescens
Suillus cavipes
Suillus decipiens
Suillus flavidus
Suillus flavogranulatus
Suillus glandulosipes
Suillus granulatus
Suillus grevillei
Suillus hirtellus
Suillus lakei
Suillus luteus
Suillus neoalbidipes
Suillus ochraceoroseus
Suillus placidus
Suillus ponderosus
Suillus pseudobrevipes
Suillus punctipes
Suillus sibiricus
Suillus spraguei
Suillus subaureus
Suillus subolivaceus
Suillus tomentosus
Suillus umbonatus
Suillus viscidus
Suksdorfia violacea
Sula leucogaster
Sula nebouxii
Sula sula
Sulcacis curtulus
Sumitrosis inaequalis
Sunira bicolorago
Sunira decipiens
Sunira verberata
Sunius peregrinus
Sunius quadripennis
Sunius rugithorax
Superodontella biloba
Superodontella cornifer
Superodontella rossi
Superodontella shasta
Superodontella substriata
Surnia ulula
Sus scrofa
Sutorius luridiformis
Sutyna privata
Suwallia autumna
Suwallia dubia
Suwallia forcipata
Suwallia lineosa
Suwallia pallidula
Suwallia starki
Swammerdamia beirnei
Swammerdamia caesiella
Swammerdamia pyrella
Sweltsa albertensis
Sweltsa borealis
Sweltsa coloradensis
Sweltsa exquisita
Sweltsa fidelis
Sweltsa occidens
Sweltsa oregonensis
Sweltsa pacifica
Sweltsa revelstoka
Swertia perennis
Swiftia pacifica
Swiftia simplex
Swiftia spauldingi
Swiftia torreyi
Syarinus obscurus
Sycon compactum
Sycon mundulum
Sycon protectum
Sylvanelater furtivus
Sylvanelater mendax
Sylvilagus floridanus
Sylvilagus nuttallii
Symbolophorus californiensis
Symmigma minimum
Symmorphus albomarginatus
Symmorphus canadensis
Symmorphus cristatus
Symmorphus projectus
Sympetrum corruptum
Sympetrum costiferum
Sympetrum danae
Sympetrum illotum
Sympetrum internum
Sympetrum madidum
Sympetrum obtrusum
Sympetrum pallipes
Sympetrum semicinctum
Sympetrum vicinum
Sympherobius angustus
Sympherobius barberi
Sympherobius californicus
Sympherobius killingtoni
Sympherobius perparvus
Symphoricarpos albus
Symphoricarpos hesperius
Symphoricarpos occidentalis
Symphoricarpos oreophilus
Symphurus atricaudus
Symphyotrichum boreale
Symphyotrichum bracteolatum
Symphyotrichum campestre
Symphyotrichum chilense
Symphyotrichum ciliatum
Symphyotrichum ciliolatum
Symphyotrichum cusickii
Symphyotrichum ericoides
Symphyotrichum falcatum
Symphyotrichum foliaceum
Symphyotrichum frondosum
Symphyotrichum hendersonii
Symphyotrichum laeve
Symphyotrichum lanceolatum
Symphyotrichum novi-belgii
Symphyotrichum pilosum
Symphyotrichum puniceum
Symphyotrichum spathulatum
Symphyotrichum subspicatum
Symphyotrichum x columbianum
Symphytum asperum
Symphytum officinale
Symphytum x uplandicum
Sympistis acheron
Sympistis albifasciata
Sympistis amun
Sympistis anweileri
Sympistis augustus
Sympistis badistriga
Sympistis barnesii
Sympistis californiae
Sympistis chalybdis
Sympistis cherti
Sympistis chionanthi
Sympistis chons
Sympistis cibalis
Sympistis cocytus
Sympistis columbia
Sympistis coprocolor
Sympistis dentata
Sympistis dinalda
Sympistis dunbari
Sympistis extremis
Sympistis fifia
Sympistis figurata
Sympistis funebris
Sympistis glennyi
Sympistis greyi
Sympistis heliophila
Sympistis lacticollis
Sympistis levis
Sympistis meadiana
Sympistis occata
Sympistis pallidior
Sympistis parvanigra
Sympistis poliochroa
Sympistis pudorata
Sympistis riparia
Sympistis sandaraca
Sympistis semicollaris
Sympistis stabilis
Sympistis tenuifascia
Sympistis umbrifascia
Sympistis wilsoni
Sympistis youngi
Sympistis zetterstedtii
Synageles canadensis
Synageles leechi
Synageles occidentalis
Synageles venator
Synalissa ramulosa
Synallactes cf.
Synanthedon albicornis
Synanthedon bibionipennis
Synanthedon bolteri
Synanthedon canadensis
Synanthedon culiciformis
Synanthedon exitiosa
Synanthedon helenis
Synanthedon mellinipennis
Synanthedon myopaeformis
Synanthedon novaroensis
Synanthedon polygoni
Synanthedon resplendens
Synanthedon saxifragae
Synanthedon scitula
Synanthedon sequoiae
Synanthedon tipuliformis
Synaphaeta guexi
Synaptomys borealis
Synchirus gilli
Synchlora aerata
Synchlora bistriaria
Syndemis afflictana
Syneta albida
Syneta carinata
Syneta hamata
Syneta pilosa
Syneta simplex
Syngnathus leptorhynchus
Syngrapha abstrusa
Syngrapha alias
Syngrapha alticola
Syngrapha angulidens
Syngrapha borea
Syngrapha celsa
Syngrapha diasema
Syngrapha epigaea
Syngrapha ignea
Syngrapha interrogationis
Syngrapha microgamma
Syngrapha octoscripta
Syngrapha orophila
Syngrapha parilis
Syngrapha rectangula
Syngrapha selecta
Syngrapha surena
Syngrapha viridisigma
Synodus lucioceps
Synstrophus repandus
Synthliboramphus antiquus
Synthliboramphus hypoleucus
Synthliboramphus scrippsi
Synthyris wyomingensis
Syntomium confragosum
Syntomium grahami
Syntomium keenianum
Syntomium malkini
Syntomus americanus
Syntrichia caninervis
Syntrichia laevipila
Syntrichia latifolia
Syntrichia montana
Syntrichia norvegica
Syntrichia papillosa
Syntrichia papillosissima
Syntrichia princeps
Syntrichia ruralis
Synuchus impunctatus
Syringa vulgaris
Systellaspis braueri
Systellaspis cristata
Systoechus fumipennis
Systoechus oreas
Syzygiella autumnalis
Syzygospora mycetophila
Syzygospora subsolida
Szczawinskia tsugae
Tabanus aegrotus
Tabanus fratellus
Tabanus kesseli
Tabanus laticeps
Tabanus marginalis
Tabanus punctifer
Tabanus reinwardti
Tabanus sequax
Tabanus similis
Tabanus stonei
Tabuda planiceps
Tachinus angustatus
Tachinus basalis
Tachinus contortus
Tachinus crotchii
Tachinus debilis
Tachinus dilatatus
Tachinus edwardi
Tachinus elongatus
Tachinus frigidus
Tachinus instabilis
Tachinus maculicollis
Tachinus nigricornis
Tachinus quebecensis
Tachinus rainieri
Tachinus rufipes
Tachinus semirufus
Tachinus smetanai
Tachinus stacesmithi
Tachinus subterraneus
Tachinus thruppi
Tachycineta bicolor
Tachycineta thalassina
Tachyerges ephippiatus
Tachyerges niger
Tachyerges salicis
Tachygyna coosi
Tachygyna exilis
Tachygyna haydeni
Tachygyna pallida
Tachygyna proba
Tachygyna ursina
Tachygyna vancouverana
Tachyporus abdominalis
Tachyporus borealis
Tachyporus californicus
Tachyporus canadensis
Tachyporus dimorphus
Tachyporus dispar
Tachyporus flavipennis
Tachyporus inornatus
Tachyporus lecontei
Tachyporus maculicollis
Tachyporus mexicanus
Tachyporus nimbicola
Tachyporus nitidulus
Tachyporus ornatus
Tachyporus pacificus
Tachyporus rulomus
Tachyporus stacesmithi
Tachys vittiger
Tachyta angulata
Tachyta falli
Tachyta nana
Tachyusa americanoides
Tachyusa cavicollis
Tachyusa obsoleta
Tactostoma macropus
Tadarida brasiliensis
Taenionema kincaidi
Taenionema pacificum
Taenionema pallidum
Taiyuna occidentalis
Taiyutyla lupus
Taiyutyla shawi
Takakia lepidozioides
Talavera minuta
Talismania bifurcata
Tamarix ramosissima
Tamiasciurus douglasii
Tamiasciurus hudsonicus
Tanacetum bipinnatum
Tanacetum parthenium
Tanacetum vulgare
Tanaops ignitus
Tanaops malkini
Taniva albolineana
Tanypteryx hageni
Tanyrhinus singularis
Tanysphyrus ater
Tanysphyrus lemnae
Tapesia fusca
Tapesia lividofusca
Taphrina alni
Taphroscydmus californicus
Tapinella atrotomentosa
Tapinella panuoides
Tapinesthis inermis
Tapinocyba cameroni
Tapinocyba dietrichi
Tapinocyba minuta
Tapinocyba prima
Tapinocyba simplex
Tapinoma sessile
Tarache areli
Tarache augustipennis
Tarache major
Taractes asper
Taranetzella lyoderma
Taraxacum alaskanum
Taraxacum ceratophorum
Taraxacum erythrospermum
Taraxacum hyparcticum
Taraxacum officinale
Taraxia breviflora
Targionia hypophylla
Taricha granulosa
Tarletonbeania crenularis
Tarletonbeania taylori
Tarphiota fucicola
Tarphiota geniculata
Tarsiger cyanurus
Tarsiphantes latithorax
Tarsopsylla octodecimdentata
Tarsostenus univittatus
Tarzetta catinus
Tarzetta cupularis
Tasgius ater
Tasgius winkleri
Taxidea taxus
Taxus brevifolia
Tayloria froelichiana
Tayloria hornschuchii
Tayloria lingulata
Tayloria serrata
Tayloria splachnoides
Tebenna balsamorrhizella
Tebenna onustana
Tebenna piperella
Tectella patellaris
Tedania fragilis
Teesdalia nudicaulis
Tegenaria domestica
Tehama bonifatella
Telethusia ovalis
Tellima grandiflora
Telmatophilus americanus
Telmessus cheiragonus
Telphusa longifasciella
Telphusa sedulitella
Temnoscheila chlorodia
Temnothorax nevadensis
Temnothorax nitens
Temnothorax rudis
Temnothorax rugatulus
Tenebrio molitor
Tenebrio obscurus
Tenebroides corticalis
Tenebroides crassicornis
Tenebroides mauritanicus
Tenebroides occidentalis
Tenebroides sinuatus
Tennesseellum formica
Tentorium aff.
Tenuiphantes tenuis
Tenuiphantes zebra
Tenuiphantes zelatus
Tenuiphantes zibus
Tephrocybe ambusta
Tephrocybe anthracophila
Tephrocybe atrata
Tephrocybe fusispora
Tephrocybe impexa
Tephrocybe platypus
Tephrocybe rancida
Tephromela atra
Tephromela grumosa
Tephromela pacifica
Tephroseris frigida
Tephroseris lindstroemii
Tephroseris newcombei
Tephroseris palustris
Tephroseris yukonensis
Teretrius montanus
Terralonus californicus
Tesagrotis atrifrons
Tesagrotis corrodera
Tesagrotis piscipellis
Tesarius caelatus
Tesarius oregonensis
Testacella haliotidea
Tetanolita palligera
Tetartopeus captiosus
Tetartopeus niger
Tethya californiana
Tetracanthella pacifica
Tetracis cachexiata
Tetracis cervinaria
Tetracis crocallata
Tetracis formosa
Tetracis jubararia
Tetracis pallidata
Tetracis pallulata
Tetradymia canescens
Tetragnatha caudata
Tetragnatha dearmata
Tetragnatha elongata
Tetragnatha extensa
Tetragnatha laboriosa
Tetragnatha montana
Tetragnatha shoshone
Tetragnatha versicolor
Tetragoniomyces uliginosus
Tetragonurus cuvieri
Tetralophozia filiformis
Tetralophozia setiformis
Tetramelas chloroleucus
Tetramelas geophila
Tetramelas insignis
Tetramelas papillatus
Tetramelas terricolus
Tetramelas triphragmioides
Tetramorium caespitum
Tetraopes femoratus
Tetraphis geniculata
Tetraphis pellucida
Tetraplodon angustatus
Tetraplodon mnioides
Tetraplodon pallidus
Tetraplodon urceolatus
Tetrapyrgos subdendrophora
Tetrascapha dentata
Tetratoma concolor
Tetrix brunnerii
Tetrix ornata
Tetrix subulata
Tetrodontium brownianum
Tetrodontium repandum
Tetropium abietis
Tetropium cinnamopterum
Tetropium parvulum
Tetropium velutinum
Teuchestes fossor
Teucrium canadense
Thalasselephas testaceus
Thalassenchelys coheni
Thalasseus elegans
Thaleichthys pacificus
Thaleria leechi
Thalictrum alpinum
Thalictrum dasycarpum
Thalictrum occidentale
Thalictrum sparsiflorum
Thalictrum venulosum
Thallophaga hyperborea
Thallophaga taylorata
Thalycra concolor
Thalycra dentata
Thalycra keltoni
Thalycra leechi
Thalycra mixta
Thalycra monticola
Thalycra murrayi
Thalycra parsonsi
Thalycra sinuata
Thamnobryum neckeroides
Thamnolia vermicularis
Thamnophis elegans
Thamnophis ordinoides
Thamnophis sirtalis
Thanasimus dubius
Thanasimus undatulus
Thanatophilus coloradensis
Thanatophilus lapponicus
Thanatophilus sagax
Thanatus altimontis
Thanatus arcticus
Thanatus bungei
Thanatus coloradensis
Thanatus formicinus
Thanatus striatus
Thanatus vulgaris
Thaumatographa youngiella
Thaumatopsis pexellus
Thaumatopsis repandus
Thecesternus affinis
Thecotheus cinereus
Thelephora anthocephala
Thelephora caryophyllea
Thelephora intybacea
Thelephora multipartita
Thelephora palmata
Thelephora penicillata
Thelephora regularis
Thelephora terrestris
Thelidium absconditum
Thelidium corticola
Thelidium decipiens
Thelidium fontigenum
Thelidium minutulum
Thelidium papulare
Thelidium pyrenophorum
Thelocarpon epibolum
Thelomma mammosum
Thelotrema lepadinum
Thelotrema petractoides
Thelotrema suecicum
Thelypodium laciniatum
Thelypodium milleflorum
Thelypteris nevadensis
Thelypteris quelpaertensis
Theonoe stridula
Thera juniperata
Thera otisi
Theragra chalcogramma
Thereva albopilosa
Thereva aurofasciata
Thereva brunnea
Thereva cingulata
Thereva duplicis
Thereva egressa
Thereva elizabethae
Thereva flavipilosa
Thereva foxi
Thereva fucata
Thereva fucatoides
Thereva johnsoni
Thereva krafti
Thereva kristinae
Thereva macdunnoughi
Thereva nobilitata
Thereva strigipes
Thereva utahensis
Thereva webbi
Theridion agrifoliae
Theridion californicum
Theridion differens
Theridion frondeum
Theridion hemerobium
Theridion lawrencei
Theridion leechi
Theridion melanurum
Theridion michelbacheri
Theridion murarium
Theridion mystaceum
Theridion neomexicanum
Theridion petraeum
Theridion pictum
Theridion rabuni
Theridion saanichum
Theridion varians
Theridula emertoni
Thermopsis rhombifolia
Thermutis velutina
Thes bergrothi
Thevenetimyia celer
Thevenetimyia lotus
