code,description,conc_conversion_flag,conc_conversion_value_multiplier,conc_conversion_unit
mg/300 g,milligrams per 300 grams,FALSE,NA,NA
mg/40 ml diet,milligrams per 40 milliliters diet,FALSE,NA,NA
mg/454 g,milligrams per 454 grams,FALSE,NA,NA
mg/454 g diet,milligrams per 454 grams diet,FALSE,NA,NA
mg/5 cm dia,milligrams per 5 centimeters diameter,FALSE,NA,NA
mg/5 g soil,milligrams per 5 grams soil,FALSE,NA,NA
mg/50 cm2,milligrams per 50 centimeters squared,FALSE,NA,NA
mg/500 g soil,milligrams per 500 grams soil,FALSE,NA,NA
mg/500 ml,milligrams per 500 milliliters,FALSE,NA,NA
mg/60 g egg,milligrams per 60 grams egg,FALSE,NA,NA
mg/60 ml,milligrams per 60 milliliters,FALSE,NA,NA
mg/650 g soil,milligrams per 650 grams soil,FALSE,NA,NA
mg/70 g,milligrams per 70 grams,FALSE,NA,NA
mg/L 10 mi,milligrams per liter 10 minutes,FALSE,NA,NA
mg/L diet,milligrams per liter diet,FALSE,NA,NA
mg/L/d,milligrams per liter per day,FALSE,NA,NA
mg/L/h,milligrams per liter per hour,FALSE,NA,NA
mg/TI,milligrams per tissue,FALSE,NA,NA
mg/bee,milligrams per bee,FALSE,NA,NA
mg/cc,milligrams per coccoon,FALSE,NA,NA
mg/cm,milligrams per centimeter,FALSE,NA,NA
mg/cm2,milligrams per square centimeter,FALSE,NA,NA
mg/cm2*Torr,milligrams per square centimeters*Torr,FALSE,NA,NA
mg/cm2/d,milligrams per square centimeter per day,FALSE,NA,NA
mg/cm3,milligrams per cubic centimeter,FALSE,NA,NA
mg/cntr,milligrams per container,FALSE,NA,NA
mg/d,milligrams per day,FALSE,NA,NA
mg/d/100 lbs,milligrams per day per 100 pounds,FALSE,NA,NA
mg/d/100 mg org,milligrams per day per 100 grams organisms,FALSE,NA,NA
mg/d/bdwt,milligrams per day per body weight,FALSE,NA,NA
mg/d/wght,milligrams per day per weight,FALSE,NA,NA
mg/dl,milligrams per deciliter,FALSE,NA,NA
mg/dm2/h,milligrams per square decimeter per hour,FALSE,NA,NA
mg/dose,milligrams per dose,FALSE,NA,NA
mg/egg,milligrams per egg,FALSE,NA,NA
mg/eu,milligrams per experimental unit,FALSE,NA,NA
mg/fish,milligrams per fish,FALSE,NA,NA
mg/ft2,milligrams per square foot,FALSE,NA,NA
mg/ft3,milligrams per cubic foot,FALSE,NA,NA
mg/g,milligrams per gram,FALSE,NA,NA
mg/g CRTN,milligrams per gram creatinine,FALSE,NA,NA
mg/g MIT,micrograms per gram mitochondria,FALSE,NA,NA
mg/g N,milligrams per gram nitrogen,FALSE,NA,NA
mg/g TI,milligrams per gram tissue,FALSE,NA,NA
mg/g TI/h,milligrams per gram tissue per hour,FALSE,NA,NA
mg/g ash,milligrams per gram ash,FALSE,NA,NA
mg/g bdwt,milligrams per gram body weight,FALSE,NA,NA
mg/g bdwt/d,milligrams per gram body weight per day,FALSE,NA,NA
mg/g clay,milligram per gram clay,FALSE,NA,NA
mg/g diet,milligrams per gram diet,FALSE,NA,NA
mg/g dry wt,milligrams per gram dry weight,FALSE,NA,NA
mg/g fluid,milligram per gram fluid,FALSE,NA,NA
mg/g humus,milligrams per gram humus,FALSE,NA,NA
mg/g in solvent,milligrams per gram in solvent,FALSE,NA,NA
mg/g org,milligrams per gram of organism,FALSE,NA,NA
mg/g pod,milligrams per gram of pod,FALSE,NA,NA
mg/g pro,milligrams per gram protein,FALSE,NA,NA
mg/g sd,milligrams per gram seed,FALSE,NA,NA
mg/g soil,milligrams per gram soil,FALSE,NA,NA
mg/g wet wt diet,milligrams per gram wet weight diet,FALSE,NA,NA
mg/g/d,milligrams per gram per day,FALSE,NA,NA
mg/gal,milligrams per gallon,FALSE,NA,NA
mg/gland/g bdwt,milligrams per gland per gram body weight,FALSE,NA,NA
mg/h,milligrams per hour,FALSE,NA,NA
mg/h/g bdwt,milligrams per hour per gram body weight,FALSE,NA,NA
mg/ha,milligrams per hectare,FALSE,NA,NA
mg/in2/d,milligrams per square inch per day,FALSE,NA,NA
mg/jv,milligrams per juvenile,FALSE,NA,NA
mg/kg,milligrams per kilogram,FALSE,NA,NA
mg/kg TI,milligrams per kilogram tissue,FALSE,NA,NA
mg/kg bdwt,milligrams per kilogram body weight,FALSE,NA,NA
mg/kg bdwt/d,milligrams per kilogram body weight per day,FALSE,NA,NA
mg/kg bdwt/wk,milligrams per kilogram body weight per week,FALSE,NA,NA
mg/kg diet,milligrams per kilogram diet,FALSE,NA,NA
mg/kg diet/d,milligrams per kilogram diet per day,FALSE,NA,NA
mg/kg dry diet,milligrams per kilogram dry diet,FALSE,NA,NA
mg/kg dry soil,milligrams per kilogram dry soil,FALSE,NA,NA
mg/kg dry wt,milligram per kilogram dry weight,FALSE,NA,NA
mg/kg dw org/d,milligrams per kilogram dry weight organism per day,FALSE,NA,NA
mg/kg egg,milligrams per kilograms egg,FALSE,NA,NA
mg/kg humus,milligrams per kilogram humus,FALSE,NA,NA
mg/kg litter,milligrams per kilogram litter,FALSE,NA,NA
mg/kg media,milligrams per kilogram media,FALSE,NA,NA
mg/kg org,milligrams per kilogram organism,FALSE,NA,NA
mg/kg org/d,milligrams per kilogram organism per day,FALSE,NA,NA
mg/kg p/d,milligrams per kilograms parent per day,FALSE,NA,NA
mg/kg seed,milligrams per kilogram seed,FALSE,NA,NA
mg/kg soil,milligrams per kilogram soil,FALSE,NA,NA
mg/kg wet diet,milligrams per kilogram wet diet,FALSE,NA,NA
mg/kg wet wt,milligrams per kilogram wet weight,FALSE,NA,NA
mg/kg wet wt media,milligrams per kilogram wet weight media,FALSE,NA,NA
mg/kg wt,milligrams per kilogram weight,FALSE,NA,NA
mg/kg wt/d,milligrams per kilogram weight per day,FALSE,NA,NA
mg/kg/C,milligrams per kilograms per degree celcius,FALSE,NA,NA
mg/kg/L,milligrams per kilogram per liter,FALSE,NA,NA
mg/kg/d,milligrams per kilogram per day,FALSE,NA,NA
mg/kg/fish,milligrams per kilogram per fish,FALSE,NA,NA
mg/kg/h,milligrams per kilograms per hour,FALSE,NA,NA
mg/kg/min,milligrams per kilogram per minute,FALSE,NA,NA
mg/kg/org,milligrams per kilogram per organism,FALSE,NA,NA
mg/kg/wk,milligrams per kilogram per week,FALSE,NA,NA
mg/lb,milligrams per pound,FALSE,NA,NA
mg/m2,milligrams per square meter,FALSE,NA,NA
mg/mg,milligrams per milligrams,FALSE,NA,NA
mg/mg CREA,milligrams per milligrams creatinine,FALSE,NA,NA
mg/mg bdwt,milligrams per milligram body weight,FALSE,NA,NA
mg/mg node,milligrams per milligram nodules,FALSE,NA,NA
mg/mg wet bdwt,milligrams per milligram wet body weight,FALSE,NA,NA
mg/mi,milligrams per minute,FALSE,NA,NA
mg/ml diet,milligrams per milliliter diet,FALSE,NA,NA
mg/ml/g wt,milligrams per milliliter per gram weight,FALSE,NA,NA
mg/mm2,milligrams per square milliliter,FALSE,NA,NA
mg/org,milligrams per organism,FALSE,NA,NA
mg/org/d,milligrams per organism per day,FALSE,NA,NA
mg/org/wk,milligrams per organism per week,FALSE,NA,NA
mg/orwt,milligrams per organ weight,FALSE,NA,NA
mg/quintal,miligrams per quintal,FALSE,NA,NA
mg/sd,milligrams per seed,FALSE,NA,NA
mg/tuber,milligrams per tuber,FALSE,NA,NA
mg/vol,milligrams per volume,FALSE,NA,NA
mg/wk,milligrams per week,FALSE,NA,NA
mg1/3,milligrams to the 1/3 power,FALSE,NA,NA
mgdrydiet/gwetbdwt/d,milligrams dry diet per gram wet body weight per day,FALSE,NA,NA
mgdrydiet/mgwetbdwt/d,milligrams dry diet per milligram wet body weight per day,FALSE,NA,NA
mi,minute,FALSE,NA,NA
mi/12 h,minutes per 12 hours,FALSE,NA,NA
mi/d,minutes per day,FALSE,NA,NA
mi/nmol Rh,minutes per nanomoles rhodopsin,FALSE,NA,NA
mi/org,minutes per organism,FALSE,NA,NA
micronaires,micronaires,FALSE,NA,NA
microns,microns,FALSE,NA,NA
ml,milliliters,FALSE,NA,NA
ml CO2/mi,milliliters CO2 per minute,FALSE,NA,NA
ml O2,milliliters O2,FALSE,NA,NA
ml O2/mg TI,milliliters O2 per milligram tissue,FALSE,NA,NA
ml/0.1 ha,milliliters per 0.1 hectare,FALSE,NA,NA
ml/10 L,milliliter per 10 liters,FALSE,NA,NA
ml/10 L soil,milliliter per 10 liters soil,FALSE,NA,NA
ml/10 L/100 m2,milliliters per 10 liters per 100 square meters,FALSE,NA,NA
ml/10 g bdwt,milliliters per 10 grams body weight,FALSE,NA,NA
ml/10 kg diet,milliliters per 10 kilograms diet,FALSE,NA,NA
ml/10.2 L,milliliters per 10.2 liters,FALSE,NA,NA
ml/100 L,milliliters per 100 liters,FALSE,NA,NA
ml/100 L H2O/25kg sd,milliliters per 100 liters water per 25 kilograms seed,FALSE,NA,NA
ml/100 L H2O/acre,milliliters per 100 liters water per acre,FALSE,NA,NA
ml/100 L diet,milliliters per 100 liters diet,FALSE,NA,NA
ml/100 g,milliliters per 100 grams,FALSE,NA,NA
ml/100 g bdwt,milliliter per 100 grams body weight,FALSE,NA,NA
ml/100 g bdwt/d,milliliter per 100 grams body weight per day,FALSE,NA,NA
ml/100 g sd,milliliters per 100 grams seed,FALSE,NA,NA
ml/100 gal,milliliters per 100 gallons,FALSE,NA,NA
ml/100 kg diet,milliliters per 100 kilograms diet,FALSE,NA,NA
ml/100 kg sd,milliliters per 100 kilograms seed,FALSE,NA,NA
ml/100 lb sd,milliliters per 100 pounds seed,FALSE,NA,NA
ml/100 m,milliliters per 100 meters,FALSE,NA,NA
ml/100 m2,milliliters per 100 square meters,FALSE,NA,NA
ml/100 ml,milliliters per 100 milliliters,FALSE,NA,NA
ml/1000 L,milliliters per 1000 liters,FALSE,NA,NA
ml/1000 ft,milliliters per 1000 foot,FALSE,NA,NA
ml/1000 ml H2O,milliliters per 1000 milliliters water,FALSE,NA,NA
ml/1000 org,milliliters per 1000 organisms,FALSE,NA,NA
ml/11 L H2O,milliliters per 11 liters water,FALSE,NA,NA
ml/1150 ml,milliliters per 1150 milliliters,FALSE,NA,NA
ml/15.1 L,milliliters per 15.1 liters,FALSE,NA,NA
ml/16 h,milliliters per 16 hours,FALSE,NA,NA
ml/189.25 L,milliliters per 189.25 liters,FALSE,NA,NA
ml/2 gal,milliliters per 2 gallons,FALSE,NA,NA
ml/2.5 cm eu,milliliters per 2.5 centimeters experimental unit,FALSE,NA,NA
ml/2.54 cm tkdi,milliliters per 2.54 cm trunk diameter,FALSE,NA,NA
ml/20 L,milliliters per 20 liters,FALSE,NA,NA
ml/20 L diet,milliliters per 20 liters diet,FALSE,NA,NA
ml/2000 L,milliliters per 2000 liters,FALSE,NA,NA
ml/24 h,milliliters per 24 hours,FALSE,NA,NA
ml/25 L,milliliters per 25 liters,FALSE,NA,NA
ml/25 ft,milliliters per 25 feet,FALSE,NA,NA
ml/25 ml,milliliters per 25 milliliters,FALSE,NA,NA
ml/250 g soil,milliliters per 250 grams soil,FALSE,NA,NA
ml/250 ml,milliliters per 250 milliliters,FALSE,NA,NA
ml/3 gal soil,milliliters per 3 gallons soil,FALSE,NA,NA
ml/3.75 L,milliliters per 3.75 liters,FALSE,NA,NA
ml/3.78 L,milliliters per 3.78 liters,FALSE,NA,NA
ml/3.79 L,milliliters per 3.79 liters,FALSE,NA,NA
ml/3.8 L,milliliters per 3.8 liters,FALSE,NA,NA
ml/30.5 cm ht,milliliters per 30.5 centimeters plant height,FALSE,NA,NA
ml/30.5 m,milliliters per 30.5 meters,FALSE,NA,NA
ml/300 L/ha,milliliters per 300 liters per hectare,FALSE,NA,NA
ml/300 g bdwt,milliliters per 300 grams body weight,FALSE,NA,NA
ml/305 m,milliliters per 305 meters,FALSE,NA,NA
ml/35 L,milliliters per 35 liters,FALSE,NA,NA
ml/37.8 L,milliliters per 37.8 liters,FALSE,NA,NA
ml/378.5 L,milliliters per 378.5 liters,FALSE,NA,NA
ml/4.5 L/0.003 ha,milliliters per 4.5 liters per 0.003 hectares,FALSE,NA,NA
ml/45 mi,milliliters per 45 minutes,FALSE,NA,NA
ml/45.35 kg sd,milliliters per 45.35 kilograms seed,FALSE,NA,NA
ml/454 g diet,milliliters per 454 grams diet,FALSE,NA,NA
ml/5 L H2O/8.75 m2,milliliters per 5 liters water per 8.75 square meters,FALSE,NA,NA
ml/5 l,milliliters per 5 liters,FALSE,NA,NA
ml/50 gal,milliliters per 50 gallons,FALSE,NA,NA
ml/50 kg seed,milliliters per 50 kilograms seed,FALSE,NA,NA
ml/50 ml,milliliters per 50 milliliters,FALSE,NA,NA
ml/500 g sd,milliliters per 500 grams seed,FALSE,NA,NA
ml/500 ml,milliliters per 500 milliliters,FALSE,NA,NA
ml/600 ml,milliliters per 600 milliliters,FALSE,NA,NA
ml/64 m2,milliliters per 64 square meters,FALSE,NA,NA
ml/70 d,milliliters per 70 days,FALSE,NA,NA
ml/70 ml,milliliters per 70 milliliters,FALSE,NA,NA
ml/8 L,milliliters per 8 liters,FALSE,NA,NA
ml/8.5 L,milliliters per 8.5 liters,FALSE,NA,NA
ml/81.8 kg wet media,milliliters per 81.8 kilograms wet media,FALSE,NA,NA
ml/92.9 m2,milliliters per 92.9 square meters,FALSE,NA,NA
ml/929 cm2,milliliters per 929 square centimeters,FALSE,NA,NA
ml/946 ml,milliliters per 946 milliliters,FALSE,NA,NA
ml/L,milliliters per liter,FALSE,NA,NA
ml/L/1000 ft2,milliliters per liter per 1000 square foot,FALSE,NA,NA
ml/L/org,milliliters per liter per organism,FALSE,NA,NA
ml/acre,milliliters per acre,FALSE,NA,NA
ml/body wt,milliliter per body weight,FALSE,NA,NA
ml/cm circ,milliliters per centimeter circumference,FALSE,NA,NA
ml/cntr,milliliters per container,FALSE,NA,NA
ml/d,milliliters per day,FALSE,NA,NA
ml/d/100 g BW,milliliters per day per 100 grams body weight,FALSE,NA,NA
ml/d/kg BW,milliliters per day per kilogram body weight,FALSE,NA,NA
ml/d/org,milliliters per day per organism,FALSE,NA,NA
ml/dm2,milliliters per square decimeter,FALSE,NA,NA
ml/eu,milliters per experimental unit,FALSE,NA,NA
ml/eu/d,milliliters per experimental unit per day,FALSE,NA,NA
ml/feddan,milliliters per feddan,FALSE,NA,NA
ml/ft,milliliters per foot,FALSE,NA,NA
ml/ft2,milliliters per square foot,FALSE,NA,NA
ml/ft3,milliliter per cubic foot,FALSE,NA,NA
ml/g,milliliters per gram,FALSE,NA,NA
ml/g bdwt,milliliters per gram body weight,FALSE,NA,NA
ml/g diet,milliliters per gram diet,FALSE,NA,NA
ml/g soil,milliliters per gram soil,FALSE,NA,NA
ml/g/h,milliliters per gram per hour,FALSE,NA,NA
ml/gal,milliliters per gallon,FALSE,NA,NA
ml/gal/4 ft2 soil,milliliters per gallon per 4 square feet soil,FALSE,NA,NA
ml/gal/ft3 soil,milliliters per gallon per cubic foot soil,FALSE,NA,NA
ml/h,milliliters per hour,FALSE,NA,NA
ml/h/g bdwt,milliliters per hour per gram body weight,FALSE,NA,NA
ml/ha,milliliters per hectare,FALSE,NA,NA
ml/hl,milliliter per hectoliter,FALSE,NA,NA
ml/in tkdi,milliliters per inch trunk diameter,FALSE,NA,NA
ml/in2,milliliters per square inch,FALSE,NA,NA
ml/injection,milliliters per injection,FALSE,NA,NA
ml/kg,milliliters per kilogram,FALSE,NA,NA
ml/kg bdwt,milliliters per kilogram body weight,FALSE,NA,NA
ml/kg diet,milliliters per kilogram diet,FALSE,NA,NA
ml/kg diet/d,milliliters per kilogram diet per day,FALSE,NA,NA
ml/kg dry seed,milliliters per kilogram dry seed,FALSE,NA,NA
ml/kg org/d,milliliters per kilogram organism per day,FALSE,NA,NA
ml/kg sd,milliliters per kilograms seed,FALSE,NA,NA
ml/kg soil,milliliters per kilogram soil,FALSE,NA,NA
ml/kg/d,milliliters per kilogram per day,FALSE,NA,NA
ml/l diet,milliliters per liter diet,FALSE,NA,NA
ml/l/eu,milliliters per liter per experimental unit,FALSE,NA,NA
ml/m,milliliters per meter,FALSE,NA,NA
ml/m2,milliliters per square meter,FALSE,NA,NA
ml/m3,milliliters per cubic meter,FALSE,NA,NA
ml/mg,milliliters per milligram,FALSE,NA,NA
ml/mi,milliliter per minute,FALSE,NA,NA
ml/mi/100 g,milliliters per minute per 100 grams,FALSE,NA,NA
ml/mi/kg,milliliters per minute per kilogram,FALSE,NA,NA
ml/ng,milliliters per nanogram,FALSE,NA,NA
ml/org,milliliters per organism,FALSE,NA,NA
ml/org/d,milliliters per organism per day,FALSE,NA,NA
ml/plot,milliliters per plot,FALSE,NA,NA
ml/quintal,milliliters per quintal,FALSE,NA,NA
ml/s,milliliters per second,FALSE,NA,NA
ml/wk,milliliters per week,FALSE,NA,NA
ml/yd2,milliliters per square yard,FALSE,NA,NA
mlcl/actin mlcl,molecules per actin molecule,FALSE,NA,NA
mm,millimeters,FALSE,NA,NA
mm X 100,millimetes X 100,FALSE,NA,NA
mm/d,millimeters per day,FALSE,NA,NA
mm/h,millimeters per hour,FALSE,NA,NA
mm/org,millimeters per organism,FALSE,NA,NA
mm/ug pro,millimeters per microgram protein,FALSE,NA,NA
mm2,square millimeters,FALSE,NA,NA
mm2/mm3 * 1e-9,square millimeters per cubic millimeter X 1 X 10 -9,FALSE,NA,NA
mm2/org/d,square millimeters per organism per day,FALSE,NA,NA
mm3,cubic millimeters,FALSE,NA,NA
mm3/100 g dry soil,cubic millimeters per 100 grams dry soil,FALSE,NA,NA
mm3/L,cubic millimeter per liter,FALSE,NA,NA
mm3/dm3,cubic millimeters per cubic decimeter,FALSE,NA,NA
mm3/l,cubic millimeters per liter,FALSE,NA,NA
mm3/mg/h,cubic millimeters per milligram per hour,FALSE,NA,NA
mm3/mm3,cubic millimeters per cubic millimeter,FALSE,NA,NA
mmHg,millimeters mercury,FALSE,NA,NA
mmHg/beat/mi*-3,millimeters mercury per beat per minute * 1 X 10-3,FALSE,NA,NA
mmHg/s,millimeters mercury/second,FALSE,NA,NA
mmg,micromilligrams,FALSE,NA,NA
mmol,millimoles,FALSE,NA,NA
mmol NO2/kg,millimoles nitrogen dioxide per kilogram,FALSE,NA,NA
mmol/ g diet,millimoles per gram diet,FALSE,NA,NA
mmol/100 g,millimoles per 100 grams,FALSE,NA,NA
mmol/100 g bdwt,millimoles per 100 grams body weight,FALSE,NA,NA
mmol/L,millimoles per liter,FALSE,NA,NA
mmol/L soil,millimoles per liter soil,FALSE,NA,NA
mmol/d,millimoles per day,FALSE,NA,NA
mmol/dm3,millimoles per cubic decimeter,FALSE,NA,NA
mmol/g,millimoles per gram,FALSE,NA,NA
mmol/g dry wt,millimoles per gram dry weight,FALSE,NA,NA
mmol/h/g TI,millimoles per hour per gram tissue,FALSE,NA,NA
mmol/kg,millimoles per kilogram,FALSE,NA,NA
mmol/kg bdwt,millimoles per kilogram body weight,FALSE,NA,NA
mmol/kg bdwt/d,millimoles per kilogram body weight per day,FALSE,NA,NA
mmol/kg diet,millimoles per kilogram diet,FALSE,NA,NA
mmol/kg dry bdwt/d,millimoles per kilogram dry body weight per day,FALSE,NA,NA
mmol/kg dry diet/d,millimoles per kilogram dry diet per day,FALSE,NA,NA
mmol/kg egg,millimoles per kilogram egg,FALSE,NA,NA
mmol/kg media,millimoles per kilogram media,FALSE,NA,NA
mmol/kg soil,millimoles per kilogram soil,FALSE,NA,NA
mmol/kg/d,millimoles per kilogram per day,FALSE,NA,NA
mmol/kg/h,millimoles per kilogram per hour,FALSE,NA,NA
mmol/m2,millimoles per square meter,FALSE,NA,NA
mmol/m2/s,millimoles per square meter per second,FALSE,NA,NA
mmol/m3,millimoles per cubic meter,FALSE,NA,NA
mmol/mg/mi,millimoles per milligram per minute,FALSE,NA,NA
mmol/mi/mg,millimoles per minute per milligram,FALSE,NA,NA
mmol/ml/h,millimoles per milliliter per hour,FALSE,NA,NA
mmu,absolute milli-mass units,FALSE,NA,NA
mo,month,FALSE,NA,NA
mol,moles,FALSE,NA,NA
mol NO2/h/g,moles nitrogen dioxide per hour per gram,FALSE,NA,NA
mol/1000 ft3,moles per 1000 cubic feet,FALSE,NA,NA
mol/9.29 m2,moles per 9.29 square meters,FALSE,NA,NA
mol/L,moles per liter,FALSE,NA,NA
mol/L/day,moles per liter per day,FALSE,NA,NA
mol/dm3,moles per cubic decimeter,FALSE,NA,NA
mol/egg,moles per egg,FALSE,NA,NA
mol/g,moles per gram,FALSE,NA,NA
mol/g bdwt,moles per gram body weight,FALSE,NA,NA
mol/g soil,moles per gram soil,FALSE,NA,NA
mol/ha,moles per hectare,FALSE,NA,NA
mol/kg,moles per kilogram,FALSE,NA,NA
mol/kg bdwt,moles per kilogram body weight,FALSE,NA,NA
mol/m3,moles per cubic meter,FALSE,NA,NA
mol/ml,moles per milliliter,FALSE,NA,NA
mol/org,moles per organism,FALSE,NA,NA
mol/umol,moles per micromole,FALSE,NA,NA
molal,Molality,FALSE,NA,NA
mole %,mole percent,FALSE,NA,NA
morph/org,ectomycorrhizal morphotypes per organism,FALSE,NA,NA
mosmols/l,mosmoles (conc osmotic particles in solution) per liter,FALSE,NA,NA
mouse unit/ml,mouse units per milliliter,FALSE,NA,NA
mp/mg pro/15 mi,microsomal proteins/milligram protein per 15 minutes,FALSE,NA,NA
ms,milliseconds,FALSE,NA,NA
mu/24 h,milliunit per 24 hours,FALSE,NA,NA
mu/mg,milliunit per milligram,FALSE,NA,NA
mu/mi/ml,milliunit per minute per milliliter,FALSE,NA,NA
mumol/0.5 ul,millimicromoles per 0.5 microliter,FALSE,NA,NA
mumol/g,mumoles per gram,FALSE,NA,NA
mumol/g/mi,mumoles per gram per minute,FALSE,NA,NA
munits,milliunits,FALSE,NA,NA
munits/org,milliunits per organism,FALSE,NA,NA
nCi,nanoCuries,FALSE,NA,NA
nCi/L,nanoCuries per liter,FALSE,NA,NA
nCi/g org,nanocuries per gram organism,FALSE,NA,NA
nM,nanoMolar (nanomoles per liter),FALSE,NA,NA
nM DSMN:uM LYSI,nanomoles desmosine to micromoles lysine ratio,FALSE,NA,NA
nM diet,nanomolar diet,FALSE,NA,NA
nM/L,nanoMolar per liter,FALSE,NA,NA
nM/g,nanoMolar per gram,FALSE,NA,NA
neq/g,nanoequivalents per gram,FALSE,NA,NA
ng,nanograms,FALSE,NA,NA
ng ATP/g dry soil,nanograms ATP per grams dry soil,FALSE,NA,NA
ng days/L,nanogram days per liter,FALSE,NA,NA
ng diet,nanograms diet,FALSE,NA,NA
ng eq/ml,nanograms equivalents per milliliter,FALSE,NA,NA
ng/0.3 L,nanograms per 0.3 liters,FALSE,NA,NA
ng/0.5 ml,nanograms per 0.5 milliliters,FALSE,NA,NA
ng/100 g bdwt,nanograms per 100 grams per bodyweight,FALSE,NA,NA
ng/100 ml,nanograms per 100 milliliters,FALSE,NA,NA
ng/100 ml diet,nanograms per 100 milliliters diet,FALSE,NA,NA
ng/20 ul diet,nanograms per 20 microliters diet,FALSE,NA,NA
ng/200 mg diet,nanograms per 200 milligrams diet,FALSE,NA,NA
ng/24 h,nanograms per 24 hours,FALSE,NA,NA
ng/25 mL,nanograms per 25 milliliters,FALSE,NA,NA
ng/3 ul diet,nanograms per 3 microliters diet,FALSE,NA,NA
ng/45 ml,nanograms per 45 milliliters,FALSE,NA,NA
ng/TI,nanograms per tissue,FALSE,NA,NA
ng/cm,nanograms per centimeter,FALSE,NA,NA
ng/cm2,nanograms per square centimeter,FALSE,NA,NA
ng/d,nanograms per day,FALSE,NA,NA
ng/dl,nanograms per deciliter,FALSE,NA,NA
ng/egg,nanograms per egg,FALSE,NA,NA
ng/eu,nanograms per experimental unit,FALSE,NA,NA
ng/fish,nanograms per fish,FALSE,NA,NA
ng/g,nanograms per gram,FALSE,NA,NA
ng/g TE,nanograms per gram Toxic Equivalences,FALSE,NA,NA
ng/g TI,nanograms per gram tissue,FALSE,NA,NA
ng/g TI/4 h,nanograms per gram tissue per 4 hours,FALSE,NA,NA
ng/g bdwt,nanograms per gram body weight,FALSE,NA,NA
ng/g bdwt/d,nanograms per gram body weight per day,FALSE,NA,NA
ng/g diet,nanograms per gram diet,FALSE,NA,NA
ng/g dry diet,nanograms per gram dry diet,FALSE,NA,NA
ng/g dry wt,nanograms per gram dry weight,FALSE,NA,NA
ng/g dw soil,nanograms per gram dry weight soil,FALSE,NA,NA
ng/g egg,nanograms per gram egg,FALSE,NA,NA
ng/g org,nanograms per gram organism,FALSE,NA,NA
ng/g org/d,nanograms per gram organism per day,FALSE,NA,NA
ng/g soil,nanograms per gram soil,FALSE,NA,NA
ng/g wet bdwt/d,nanograms per gram wet bodyweight per day,FALSE,NA,NA
ng/g wet wt,nanograms per gram wet weight,FALSE,NA,NA
ng/g wet wt diet,nanograms per gram wet weight diet,FALSE,NA,NA
ng/g wet wt/d/pair,nanograms per gram wet weight per day per pair,FALSE,NA,NA
ng/g/d,nanogram per gram per day,FALSE,NA,NA
ng/gland,nanograms per gland,FALSE,NA,NA
ng/h,nanograms per hour,FALSE,NA,NA
ng/kg,nanograms per kilogram,FALSE,NA,NA
ng/kg bdwt/d,nanograms per kilogram body weight per day,FALSE,NA,NA
ng/kg diet,nanograms per kilogram diet,FALSE,NA,NA
ng/kg soil,nanograms per kilogram soil,FALSE,NA,NA
ng/kg/wk,nanograms per kilogram per week,FALSE,NA,NA
ng/mg,nanograms per milligram,FALSE,NA,NA
ng/mg bdwt,nanograms per milligram body weight,FALSE,NA,NA
ng/mg diet,nanograms per milligram diet,FALSE,NA,NA
ng/mg pro,nanograms per milligram protein,FALSE,NA,NA
ng/mg/mi,nanograms per milligram per minute,FALSE,NA,NA
ng/mi/kg bdwt,nanograms per minute per kilograms body weight,FALSE,NA,NA
ng/min,nanograms per minute,FALSE,NA,NA
ng/ml blood/d,nanograms per milliliter blood per day,FALSE,NA,NA
ng/ml diet,nanograms per milliliter diet,FALSE,NA,NA
ng/ml/h,nanograms per milliliter per hour,FALSE,NA,NA
ng/ml/mi,nanograms per milliliter per minute,FALSE,NA,NA
ng/mm/day,nanograms per millimeter per day,FALSE,NA,NA
ng/nl,nanograms per nanoliter,FALSE,NA,NA
ng/org,nanograms per organism,FALSE,NA,NA
ng/org/d,nanograms per org per day,FALSE,NA,NA
ng/orwt,nanograms per organ weight,FALSE,NA,NA
ng/ul,nanograms per microliter,FALSE,NA,NA
ng/ul diet,nanograms per microliter diet,FALSE,NA,NA
ng/ul/org,nanograms per microliter per organism,FALSE,NA,NA
ngTEQ/kg bdwt/d,nanograms Toxic Equivalency Conc per kilogram body weight perday,FALSE,NA,NA
nkat/mg pro,nanokatals per milligrams protein,FALSE,NA,NA
nl/L,nanoliter per liter,FALSE,NA,NA
nl/cm2,nanoliter per square centimeter,FALSE,NA,NA
nl/ml,nanoliters per milliliter,FALSE,NA,NA
nl/org,nanoliters per organism,FALSE,NA,NA
nmol,nanomoles,FALSE,NA,NA
nmol ATP/g soil,nanomoles adenosine triphosphate per gram of soil,FALSE,NA,NA
nmol DOPA/g/h,nanomoles DOPA per gram  per hour,FALSE,NA,NA
nmol H2O2/mi/mg,nanomoles of peroxide per minute per milligram protein,FALSE,NA,NA
nmol MDA/mg pro,nanomoles malonaldehyde per milligram protein,FALSE,NA,NA
nmol PBG/g TI/h,nanomoles porphobilinogen per gram tissue per hour,FALSE,NA,NA
nmol PBG/h/ml,nanomoles porphobilinogen per hour per milliliter,FALSE,NA,NA
nmol enz/hr,nanomoles enzyme per hour,FALSE,NA,NA
nmol mdhyde/g,nanomoles malondialdehyde per gram,FALSE,NA,NA
nmol/100 mg pro,nanomoles per 100 milligrams protein,FALSE,NA,NA
nmol/100 mg pro/h,nanomoles per 100 milligrams protein per hour,FALSE,NA,NA
