UniqueID,Variable,Component,EMS_Code,CAS_number,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
834,Alkalinity ( CaCO3),Total,EMS_1102,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_CA_D  > 8,,No Effect,Lower Limit,20,,mg/L,Working,"Swain, L. G. 1987. Second report on chemical sensitivity of BC lakes to acidic inputs. Victoria, BC (CA): Water Management Branch, Ministry of Environment. 31p. Accessed on-line at https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterqu",https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/monitoring-water-quality/second_report_on_chemical_sensitivity_of_bc_lakes_to_acidic_inputs.pdf,,
835,Alkalinity ( CaCO3),Total,EMS_AK_T,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_CA_D  > 8,,No Effect,Lower Limit,20,,mg/L,Working,"Swain, L. G. 1987. Second report on chemical sensitivity of BC lakes to acidic inputs. Victoria, BC (CA): Water Management Branch, Ministry of Environment. 31p. Accessed on-line at https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterqu",https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/monitoring-water-quality/second_report_on_chemical_sensitivity_of_bc_lakes_to_acidic_inputs.pdf,,
836,Alkalinity ( CaCO3),Total,EMS_D102,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_CA_D  > 8,,No Effect,Lower Limit,20,,mg/L,Working,"Swain, L. G. 1987. Second report on chemical sensitivity of BC lakes to acidic inputs. Victoria, BC (CA): Water Management Branch, Ministry of Environment. 31p. Accessed on-line at https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterqu",https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/monitoring-water-quality/second_report_on_chemical_sensitivity_of_bc_lakes_to_acidic_inputs.pdf,,
837,Ammonia,Total,EMS_0108,(7664-41-7),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0013 <= 20 & EMS_0004 < 6.5,,No Effect,Upper Limit,23.8,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_technical.pdf
838,Ammonia,Total,EMS_0108,(7664-41-7),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0013 <= 20 & EMS_0004 > 9,,No Effect,Upper Limit,0.752,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_technical.pdf
839,Ammonia,Total,EMS_0108,(7664-41-7),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0013 <= 20 & EMS_0004 < 6.5,,No Effect,Upper Limit,1.21,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_technical.pdf
840,Ammonia,Total,EMS_0108,(7664-41-7),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0013 <= 20 & EMS_0004 > 9,,No Effect,Upper Limit,0.102,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_technical.pdf
841,Salinity,Total,EMS_0130,(NA),Aquatic Life - Estuarine,Water,Long-term chronic,30,5,mean,Change in concentration of +/- 10% NaCl or equivalent,,,24-hour change in salinity should not exceed 1 part per thousand if natural salinity is 0 to 3.5 parts per thousand; 2 parts per thousand if natural salinity is 3.5 to 13.5 parts per thousand; and 4 parts per thousand if natural salinity is 13.5 to 35 parts per thousand (US EPA 1976).,No Effect,Upper Limit,EMS_0130*1.1,,,Working,"Department of Environment (DoE). 1972. Guidelines for water quality objectives and standards. Technical bulletin No. 67, Ottawa, CA: Department of the Environment, Inland Waters Branch. 168 p.",,,
842,Cadmium,Dissolved,EMS_CD_D,(7440-43-9),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0107 <=7 | EMS_1107 <=7,"The short-term acute WQG applies to water hardness above 7 mg/L.  When water hardness is below this lower bound, a site specific assessment may be required.",No Effect,Upper Limit,0.02,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cadmium/cd-user-guide.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cadmium/cadmium.pdf
843,Cadmium,Dissolved,EMS_CD_D,(7440-43-9),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0107 > 455 | EMS_1107 > 455,"The short-term acute WQG applies to water hardness below 455 mg/L.  When water hardness exceeds this upper bound, a site specific assessment may be required.",No Effect,Upper Limit,2.8,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cadmium/cd-user-guide.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cadmium/cadmium.pdf
844,Cadmium,Dissolved,EMS_CD_D,(7440-43-9),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 <=3.4 | EMS_1107 <=3.4,"The long-term chronic WQG applies to water hardness above 3.4 mg/L.  When water hardness is below this lower bound, a site specific assessment may be required.",No Effect,Upper Limit,0.02,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cadmium/cd-user-guide.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cadmium/cadmium.pdf
845,Cadmium,Dissolved,EMS_CD_D,(7440-43-9),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 > 285 | EMS_1107 > 285,"The long-term chronic WQG applies to water hardness below 285 mg/L.  When water hardness exceeds this upper bound, a site specific assessment may be required.",No Effect,Upper Limit,0.46,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cadmium/cd-user-guide.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cadmium/cadmium.pdf
846,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 < 5,"No WQG value for pH < 5, site assessment may be necessary.",No Effect,,,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
847,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 9.0,,No Effect,Upper Limit,14,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
848,Lead,Total,EMS_PB_T,(7439-92-1),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 <= 8 | EMS_1107 <= 8,"The long-term chronic WQG applies to water hardness above 8 mg/L.  When water hardness is below this lower bound, a site specific assessment may be required.",No Effect,Upper Limit,,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_lead_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_lead_waterqualityguideline_technical.pdf
849,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 < 5,"No WQG value for pH < 5, site assessment may be necessary.",No Effect,,,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
850,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 9.0,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,62,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
851,Sulphate,Total,EMS_0121,(14808-79-8),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,(!is.na(EMS_0107) & (EMS_0107 > 250)) | (!is.na(EMS_1107) & (EMS_1107 > 250)),"The long-term chronic WQG applies to water hardness below 250 mg/L.  When water hardness exceeds this upper bound, a site specific assessment may be required.",No Effect,Upper Limit,429,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/sulphate/bc_moe_wqg_sulphate.pdf
852,Zinc,Total,EMS_ZN_T,(7440-66-6),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,(!is.na(EMS_0107) & (EMS_0107 > 500)) | (!is.na(EMS_1107) & (EMS_1107 > 500)),"The short-term acute WQG applies to water hardness below 500 mg/L.  When water hardness exceeds this upper bound, a site specific assessment may be required.",No Effect,Upper Limit,341,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/zinc-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/zinc-tech.pdf
853,Zinc,Total,EMS_ZN_T,(7440-66-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,(!is.na(EMS_0107) & (EMS_0107 > 330)) | (!is.na(EMS_1107) & (EMS_1107 > 330)),"The long-term chronic WQG applies to water hardness below 330 mg/L.  When water hardness exceeds this upper bound, a site specific assessment may be required.",No Effect,Upper Limit,188,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/zinc-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/zinc-tech.pdf
854,Ammonia,Total,EMS_0108,(7664-41-7),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0013 > 20,"Temperature maximum for the model is 20 degrees celsius.  To estimate protective concentration above 20 degrees celsius, see Emerson, et al. 1975. J. Fish. Res. Board Can. 32:2379-2383.",No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_technical.pdf
855,Ammonia,Total,EMS_0108,(7664-41-7),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0013 > 20,"Temperature maximum for the model is 20 degrees celsius.  To estimate protective concentration above 20 degrees celsius, see Emerson, et al. 1975. J. Fish. Res. Board Can. 32:2379-2383.",No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_technical.pdf
856,Turbidity,Total,EMS_0015,(NA),Aquatic Life - Estuarine,Water,Long-term chronic,1,1,max,,,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
857,Turbidity,Total,EMS_0015,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,1,1,max,"During clear flows or in clear waters: change from background of 2 NTU at any one time for a duration of 30 days in all waters. When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
858,Turbidity,Total,EMS_0015,(NA),Aquatic Life - Marine,Water,Long-term chronic,1,1,max,"During clear flows or in clear waters: change from background of 2 NTU at any one time for a duration of 30 days in all waters. When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
859,Turbidity,Total,EMS_TURF,(NA),Aquatic Life - Estuarine,Water,Long-term chronic,1,1,max,"During clear flows or in clear waters: change from background of 2 NTU at any one time for a duration of 30 days in all waters. When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
860,Turbidity,Total,EMS_TURF,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,1,1,max,"During clear flows or in clear waters: change from background of 2 NTU at any one time for a duration of 30 days in all waters. When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
861,Turbidity,Total,EMS_TURF,(NA),Aquatic Life - Marine,Water,Long-term chronic,1,1,max,"During clear flows or in clear waters: change from background of 2 NTU at any one time for a duration of 30 days in all waters. When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
862,Salinity,Total,EMS_0130,(NA),Aquatic Life - Estuarine,Water,Long-term chronic,30,5,mean,,,,24-hour change in salinity should not exceed 1 part per thousand if natural salinity is 0 to 3.5 parts per thousand; 2 parts per thousand if natural salinity is 3.5 to 13.5 parts per thousand; and 4 parts per thousand if natural salinity is 13.5 to 35 parts per thousand (US EPA 1976).,No Effect,Upper Limit,EMS_0130*1.1,,,Working,"Department of Environment (DoE). 1972. Guidelines for water quality objectives and standards. Technical bulletin No. 67, Ottawa, CA: Department of the Environment, Inland Waters Branch. 168 p.",,,
863,Lead,Total,EMS_PB_T,(7439-92-1),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.005,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
864,Antimony,Total,EMS_SB_T,(7440-36-0),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.006,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
865,Carbon Tetrachloride,Total,EMS_C034,(56-23-5),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.002,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
866,Chlorite,Dissolved,EMS_CLO_,(14998-27-7),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,1,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
867,Chromium,Total,EMS_CR_T,(7440-47-3),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
868,Cobalt,Total,EMS_CO_T,(7440-48-4),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.001,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
869,Manganese,Total,EMS_MN_T,(7439-96-5),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.12,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
870,Copper,Total,EMS_CU_T,(7440-50-8),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,2,includes short-term and long-term exposure,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
871,"1,2-Dichlorobenzene",Total,EMS_B022,(95-50-1),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.2,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
872,"1,2-Dichlorobenzene",Total,EMS_B022,(95-50-1),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,0.003,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
873,"1,4-Dichlorobenzene",Total,EMS_B025,(106-46-7),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.005,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
874,"1,4-Dichlorobenzene",Total,EMS_B025,(106-46-7),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,0.001,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
875,"1,2-Dichloroethane",Total,EMS_C022,(95-50-1),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.005,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
876,"1,1-Dichloroethylene",Total,EMS_C024,(75-35-4),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.014,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
877,Dichloromethane,Total,EMS_M041,(75-09-02),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
878,Monochlorobenzene,Total,EMS_C010,(108-90-7),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.08,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
879,Monochlorobenzene,Total,EMS_C010,(108-90-7),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,0.03,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
880,Nickel,Total,EMS_NI_T,(7440-02-0),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.08,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
881,Nitrilotriacetic acid (NTA),Total,,(139-13-9),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.4,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
882,Perfluorooctanoic Acid (PFOA),Total,,(335-67-1),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.0002,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
883,Perfluorooctane Sulfonate (PFOS),Total,,(1763-23-1),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.0006,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
